plf;numero;impot;perimetre;libelle;finalite;creation;modification;fin_fait_generateur;fin_incidence;beneficiaires;fiabilite;norme;methode;reference;mission;changement_methode;regime;page_source
2021;040101;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces ruraux);2009;2019;2020;2025;1 900 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1465 A, 1586 nonies III;Cohésion des territoires/ P112 Impulsion et coordination de la politique d'aménagement du territoire;;C;92
2022;040101;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces ruraux);2009;2020;2022;2027;2 197 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1465 A, 1586 nonies III;Cohésion des territoires/ P112 Impulsion et coordination de la politique d'aménagement du territoire;;C;92
2023;040101;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces ruraux);2009;2021;2023;2023;2 352 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1465 A, 1586 nonies-III;Cohésion des territoires/ P112 Impulsion et coordination de la politique d'aménagement du territoire;;C;61
2024;040101;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces ruraux);2009;2023;2024;2026;2 352 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1465 A, 1586 nonies-III;Cohésion des territoires/ P112 Impulsion et coordination de la politique d'aménagement du territoire;;C;92
2025;040101;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises réalisant certaines opérations en ZRR pouvant ouvrir droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces ruraux);2009;2023;2024;2026;2 350 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1465 A, 1586 nonies-III;Cohésion des territoires/ P112 Impulsion et coordination de la politique d'aménagement du territoire;;C;92
2011;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2009;2008 Fin d’incidence budgétaire : 2017;;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Ville et logement / Politique de la ville (P147);;B;158
2012;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2010;2008 Fin d’incidence budgétaire : 2017;;750 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Ville et logement / Politique de la ville et Grand Paris (P147);;B;192
2013;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2010;2008 Fin d’incidence budgétaire : 2017;;450 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;184
2014;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2010;2008;2017;260 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;188
2015;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2010;2008;2017;110 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Politique des territoires / Politique de la ville (P147);;B;188
2016;040102;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés en ZRU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (espaces urbains);2009;2010;2008;2014;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I ter, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Politique des territoires / Politique de la ville (P147);;B;168
2011;040103;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises PME réalisant des investissements en Corse ouvrant droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (Corse);2009;2009;2011 Fin d’incidence budgétaire : 2012;;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 C, 1586 nonies III;Politique des territoires / Impulsion et coordination de la politique d’aménagement du territoire (P112);;B;158
2012;040103;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises PME réalisant des investissements en Corse ouvrant droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (Corse);2009;2009;2011 Fin d’incidence budgétaire : 2012;;650 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 C, 1586 nonies III;Politique des territoires / Impulsion et coordination de la politique d’aménagement du territoire (P112);;B;192
2013;040103;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises PME réalisant des investissements en Corse ouvrant droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (Corse);2009;2009;2011 Fin d’incidence budgétaire : 2012;;650 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 C, 1586 nonies III;Politique des territoires / Impulsion et coordination de la politique d’aménagement du territoire (P112);;B;184
2014;040103;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises PME réalisant des investissements en Corse ouvrant droit à une exonération de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (Corse);2009;2009;2011;2012;530 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 C, 1586 nonies III PLF 2014                                                           189 Numéro                               Cotisation sur la valeur ajoutée des entreprises                                    2012       2013         2014 de la mesure                                                       Mesure;Politique des territoires / Impulsion et coordination de la politique d’aménagement du territoire (P112);;B;188
2011;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2009;2006 Fin d’incidence budgétaire : 2021;;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. Numéro                               Cotisation sur la valeur ajoutée des entreprises                                      2009   2010         2011 de la mesure                                                      Mesure;Ville et logement / Politique de la ville (P147);;B;158
2012;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006 Fin d’incidence budgétaire : 2021;;600 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. PLF 2012                                                              193 Numéro                               Cotisation sur la valeur ajoutée des entreprises                                      2010      2011         2012 de la mesure                                                      Mesure;Ville et logement / Politique de la ville et Grand Paris (P147);;B;192
2013;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006 Fin d’incidence budgétaire : 2021;;200 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. Numéro                               Cotisation sur la valeur ajoutée des entreprises                                      2011   2012         2013 de la mesure                                                       Mesure;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;184
2014;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2021;60 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;188
2015;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2020;10 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. Numéro                               Cotisation sur la valeur ajoutée des entreprises                               2013   2014         2015 de la mesure                                                       Mesure;Politique des territoires / Politique de la ville (P147);;B;188
2016;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2020;10 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Politique des territoires / Politique de la ville (P147);;B;168
2017;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2020;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Politique des territoires / Politique de la ville (P147);;B;170
2018;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2020;450 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires / Politique de la ville (P147);;B;162
2019;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2020;140 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires / Politique de la ville (P147);;B;172
2020;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2020;120 Entreprises;Bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I quater, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires/ P147 Politique de la ville;;C;
2021;040105;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 1996 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2020;0 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;;Cohésion des territoires/ P147 Politique de la ville;;C;92
2011;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2009;2006 Fin d’incidence budgétaire : 2021;;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Ville et logement / Politique de la ville (P147);;B;160
2012;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006 Fin d’incidence budgétaire : 2021;;850 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Ville et logement / Politique de la ville et Grand Paris (P147);;B;192
2013;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006 Fin d’incidence budgétaire : 2021;;400 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;186
2014;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2021;80 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;188
2015;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2021;80 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Politique des territoires / Politique de la ville (P147);;B;190
2016;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2021;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. PLF 2016                                                                              169 Cotisation sur la valeur ajoutée des entreprises                          2014      2015       2016 N° de la mesure                                                              Mesure;Politique des territoires / Politique de la ville (P147);;B;168
2017;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2021;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2. PLF 2017                                                                              171 Cotisation sur la valeur ajoutée des entreprises                          2015      2016       2017 N° de la mesure                                                              Mesure;Politique des territoires / Politique de la ville (P147);;B;170
2018;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2021;1 070 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires / Politique de la ville (P147);;B;162
2019;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2021;220 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires / Politique de la ville (P147);;B;172
2020;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;;2009;2010;2006;2021;150 Entreprises;Bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I quinquies, Loi n°2009-1673 de finances pour 2010, article 2, 5.3.2.;Cohésion des territoires/ P147 Politique de la ville;;C;
2021;040106;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés dans les ZFU créées en 2003 peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2006;2020;0 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;;Cohésion des territoires/ P147 Politique de la ville;;C;92
2011;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés entre le 1er janvier 2006 et le 31 décembre 2011 dans la première ou la deuxième ou la troisième génération de ZFU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2009;2011 Fin d’incidence budgétaire : 2026;;0 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Ville et logement / Politique de la ville (P147);;B;160
2012;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants ou créés entre le 1er janvier 2006 et le 31 décembre 2011 dans la première ou la deuxième ou la troisième génération de ZFU peuvent être exonérés de CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (urbains);2009;2010;2011 Fin d’incidence budgétaire : 2026;;4 650 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Ville et logement / Politique de la ville et Grand Paris (P147);;B;192
2013;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l’absence de délibération contraire d’une commune ou d’un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014 Fin d’incidence budgétaire : 2029;;3 800 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;186
2014;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l’absence de délibération contraire d’une commune ou d’un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;4 400 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Égalité des territoires, logement et ville / Politique de la ville (P147);;B;188
2015;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l’absence de délibération contraire d’une commune ou d’un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;3 830 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Politique des territoires / Politique de la ville (P147);;B;190
2016;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;6 720 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Politique des territoires / Politique de la ville (P147);;B;168
2017;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;3 600 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III;Politique des territoires / Politique de la ville (P147);;B;170
2018;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;;2009;2011;2014;2029;7 400 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III Cotisation sur la valeur ajoutée des entreprises                        2016    2017       2018 N° de la mesure                                                              Mesure;Cohésion des territoires / Politique de la ville (P147);;B;162
2019;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;;2009;2011;2014;2029;4 570 entreprises;Bonne;;Reconstitution de base taxable à partir de données déclaratives fiscales;1466 A-I sexies, 1586 nonies III Cotisation sur la valeur ajoutée des entreprises                        2017    2018       2019 N° de la mesure                                                              Mesure;Cohésion des territoires / Politique de la ville (P147);;B;172
2020;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;;2009;2011;2014;2029;5 210 Entreprises;Bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies III;Cohésion des territoires/ P147 Politique de la ville;;C;
2021;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;4 900 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies III;Cohésion des territoires/ P147 Politique de la ville;;C;92
2022;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2014;2029;6 586 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies III;Cohésion des territoires/ P147 Politique de la ville;;C;92
2023;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2023;2023;5 844 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies-III;Cohésion des territoires/ P147 Politique de la ville;;C;61
2024;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2026;2026;5 844 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies-III;Cohésion des territoires/ P147 Politique de la ville;;C;92
2025;040107;Impôts locaux;depense_fiscale;Exonération en faveur des entreprises dont les établissements existants au 1er janvier 2006 dans les ZFU de troisième génération ou créés ou étendus entre le 1er janvier 2006 et le 31 décembre 2014 dans les trois générations de zones franches urbaines peuvent être exonérés de cotisation foncière des entreprises en l'absence de délibération contraire d'une commune ou d'un établissement public de coopération intercommunale;Aider certains espaces géographiques (urbains);2009;2011;2026;2026;5 840 Entreprises;Très bonne;Absence d'exonération;Reconstitution de base taxable à partir de données déclaratives fiscales;code général des impôts 1466 A-I sexies, 1586 nonies-III;Cohésion des territoires/ P147 Politique de la ville;;C;92
2011;040108;Impôts locaux;depense_fiscale;Abattement en faveur des entreprises dont les établissements situés dans les départements d’outre- mer peuvent bénéficier d’un abattement sur leurs bases nettes imposables à la CFE en l’absence de délibération contraire d’une commune ou d’un EPCI;Aider certains espaces géographiques (Outre-mer);2009;2009;2017 Fin d’incidence budgétaire : 2018;;0 entreprises;;;;1466 F, 1586 nonies III;Outre-mer / Conditions de vie outre-mer (P123);;B;160
